管線材質,ORDER_SEQ,品名,SIZE1,SIZE2,SCH1,SCH2,SIZE_LAYOUT,厚度,UNIT,IDENT_CODE,用料時機,採購量,可領用量,合計,合計2,項目,重組,設計需求,採購需求,缺料狀況,7月2日,7月9日,7月10日,7月11日,8月15日
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F06073,預製,86,,47,46,-,F06073_-,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F06073,預製,,,,,A,F06073_A,3,3,0,3,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F06073,預製,,,,,B,F06073_B,32,32,-4,28,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F06073,預製,,,,,D,F06073_D,11,11,-11,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F06073,預製,,,,,E,F06073_E,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F06072,預製,70,,30,30,-,F06072_-,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F06072,預製,,,,,A,F06072_A,22,22,1,23,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F06072,預製,,,,,B,F06072_B,6,6,0,6,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F06072,預製,,,,,D,F06072_D,2,2,0,2,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F06072,預製,,,,,E,F06072_E,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME   ,0.5, ,S-80, ,"1/2"" S-80",3.73,PC,F06071,預製,473,,28,28,-,F06071_-,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME   ,0.5, ,S-80, ,"1/2"" S-80",3.73,PC,F06071,預製,,,,,A,F06071_A,28,28,5,33,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME   ,0.5, ,S-80, ,"1/2"" S-80",3.73,PC,F06071,預製,,,,,B,F06071_B,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME   ,0.5, ,S-80, ,"1/2"" S-80",3.73,PC,F06071,預製,,,,,D,F06071_D,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME   ,0.5, ,S-80, ,"1/2"" S-80",3.73,PC,F06071,預製,,,,,E,F06071_E,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME  NACE,1.5, ,S-80, ,"1-1/2"" S-80",5.08,PC,F60065,預製,4,,4,4,-,F60065_-,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME  NACE,1.5, ,S-80, ,"1-1/2"" S-80",5.08,PC,F60065,預製,,,,,A,F60065_A,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME  NACE,1.5, ,S-80, ,"1-1/2"" S-80",5.08,PC,F60065,預製,,,,,B,F60065_B,4,4,-4,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME  NACE,1.5, ,S-80, ,"1-1/2"" S-80",5.08,PC,F60065,預製,,,,,D,F60065_D,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME  NACE,1.5, ,S-80, ,"1-1/2"" S-80",5.08,PC,F60065,預製,,,,,E,F60065_E,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,F145771,預製,11,,5,5,-,F145771_-,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,F145771,預製,,,,,A,F145771_A,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,F145771,預製,,,,,B,F145771_B,5,5,-5,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,F145771,預製,,,,,D,F145771_D,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,F145771,預製,,,,,E,F145771_E,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME  NACE,1, ,S-80, ,"1"" S-80",4.55,PC,F60026,預製,8,,8,8,-,F60026_-,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME  NACE,1, ,S-80, ,"1"" S-80",4.55,PC,F60026,預製,,,,,A,F60026_A,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME  NACE,1, ,S-80, ,"1"" S-80",4.55,PC,F60026,預製,,,,,B,F60026_B,8,8,-8,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME  NACE,1, ,S-80, ,"1"" S-80",4.55,PC,F60026,預製,,,,,D,F60026_D,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL150 RF CS A105  ASME  NACE,1, ,S-80, ,"1"" S-80",4.55,PC,F60026,預製,,,,,E,F60026_E,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL2500 RJ CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F14988,預製,4,,3,3,-,F14988_-,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL2500 RJ CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F14988,預製,,,,,A,F14988_A,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL2500 RJ CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F14988,預製,,,,,B,F14988_B,3,3,-1,2,0,0,0,0
碳鋼,412,SW FLANGE CL2500 RJ CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F14988,預製,,,,,D,F14988_D,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL2500 RJ CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F14988,預製,,,,,E,F14988_E,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL2500 RJ CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F130601,預製,3,,2,2,-,F130601_-,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL2500 RJ CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F130601,預製,,,,,A,F130601_A,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL2500 RJ CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F130601,預製,,,,,B,F130601_B,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL2500 RJ CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F130601,預製,,,,,D,F130601_D,2,2,-2,0,0,0,0,0
碳鋼,412,SW FLANGE CL2500 RJ CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F130601,預製,,,,,E,F130601_E,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,1.5, ,S-80, ,"1-1/2"" S-80",5.08,PC,F04169,預製,14,,6,6,-,F04169_-,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,1.5, ,S-80, ,"1-1/2"" S-80",5.08,PC,F04169,預製,,,,,A,F04169_A,2,2,0,2,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,1.5, ,S-80, ,"1-1/2"" S-80",5.08,PC,F04169,預製,,,,,B,F04169_B,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,1.5, ,S-80, ,"1-1/2"" S-80",5.08,PC,F04169,預製,,,,,D,F04169_D,4,4,-4,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,1.5, ,S-80, ,"1-1/2"" S-80",5.08,PC,F04169,預製,,,,,E,F04169_E,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F04167,預製,98,,72,72,-,F04167_-,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F04167,預製,,,,,A,F04167_A,13,13,0,13,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F04167,預製,,,,,B,F04167_B,44,44,-30,14,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F04167,預製,,,,,D,F04167_D,15,15,-15,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F04167,預製,,,,,E,F04167_E,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F04166,預製,51,,28,28,-,F04166_-,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F04166,預製,,,,,A,F04166_A,14,14,0,14,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F04166,預製,,,,,B,F04166_B,10,10,-9,1,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F04166,預製,,,,,D,F04166_D,4,4,0,4,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F04166,預製,,,,,E,F04166_E,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,0.5, ,S-80, ,"1/2"" S-80",3.73,PC,F04165,預製,77,,8,8,-,F04165_-,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,0.5, ,S-80, ,"1/2"" S-80",3.73,PC,F04165,預製,,,,,A,F04165_A,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,0.5, ,S-80, ,"1/2"" S-80",3.73,PC,F04165,預製,,,,,B,F04165_B,4,4,-2,2,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,0.5, ,S-80, ,"1/2"" S-80",3.73,PC,F04165,預製,,,,,D,F04165_D,4,4,-4,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME   ,0.5, ,S-80, ,"1/2"" S-80",3.73,PC,F04165,預製,,,,,E,F04165_E,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME  NACE,0.75, ,S-160, ,"3/4"" S-160",5.56,PC,F135941,預製,3,,2,2,-,F135941_-,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME  NACE,0.75, ,S-160, ,"3/4"" S-160",5.56,PC,F135941,預製,,,,,A,F135941_A,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME  NACE,0.75, ,S-160, ,"3/4"" S-160",5.56,PC,F135941,預製,,,,,B,F135941_B,2,2,-2,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME  NACE,0.75, ,S-160, ,"3/4"" S-160",5.56,PC,F135941,預製,,,,,D,F135941_D,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME  NACE,0.75, ,S-160, ,"3/4"" S-160",5.56,PC,F135941,預製,,,,,E,F135941_E,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME  NACE,0.5, ,S-80, ,"1/2"" S-80",3.73,PC,F60691,預製,2,,2,2,-,F60691_-,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME  NACE,0.5, ,S-80, ,"1/2"" S-80",3.73,PC,F60691,預製,,,,,A,F60691_A,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME  NACE,0.5, ,S-80, ,"1/2"" S-80",3.73,PC,F60691,預製,,,,,B,F60691_B,2,2,-2,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME  NACE,0.5, ,S-80, ,"1/2"" S-80",3.73,PC,F60691,預製,,,,,D,F60691_D,0,0,0,0,0,0,0,0
碳鋼,412,SW FLANGE CL300 RF CS A105  ASME  NACE,0.5, ,S-80, ,"1/2"" S-80",3.73,PC,F60691,預製,,,,,E,F60691_E,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,10, ,S-40, ,"10"" S-40",9.27,PC,F03918,預製,2,,1,1,-,F03918_-,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,10, ,S-40, ,"10"" S-40",9.27,PC,F03918,預製,,,,,A,F03918_A,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,10, ,S-40, ,"10"" S-40",9.27,PC,F03918,預製,,,,,B,F03918_B,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,10, ,S-40, ,"10"" S-40",9.27,PC,F03918,預製,,,,,D,F03918_D,1,1,0,1,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,10, ,S-40, ,"10"" S-40",9.27,PC,F03918,預製,,,,,E,F03918_E,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,8, ,S-40, ,"8"" S-40",8.18,PC,F03917,預製,35,,8,8,-,F03917_-,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,8, ,S-40, ,"8"" S-40",8.18,PC,F03917,預製,,,,,A,F03917_A,4,4,0,4,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,8, ,S-40, ,"8"" S-40",8.18,PC,F03917,預製,,,,,B,F03917_B,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,8, ,S-40, ,"8"" S-40",8.18,PC,F03917,預製,,,,,D,F03917_D,4,4,0,4,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,8, ,S-40, ,"8"" S-40",8.18,PC,F03917,預製,,,,,E,F03917_E,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,6, ,S-40, ,"6"" S-40",7.11,PC,F03916,預製,65,,5,5,-,F03916_-,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,6, ,S-40, ,"6"" S-40",7.11,PC,F03916,預製,,,,,A,F03916_A,1,1,0,1,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,6, ,S-40, ,"6"" S-40",7.11,PC,F03916,預製,,,,,B,F03916_B,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,6, ,S-40, ,"6"" S-40",7.11,PC,F03916,預製,,,,,D,F03916_D,4,4,0,4,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,6, ,S-40, ,"6"" S-40",7.11,PC,F03916,預製,,,,,E,F03916_E,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,4, ,S-40, ,"4"" S-40",6.02,PC,F03914,預製,53,,20,20,-,F03914_-,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,4, ,S-40, ,"4"" S-40",6.02,PC,F03914,預製,,,,,A,F03914_A,11,11,0,11,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,4, ,S-40, ,"4"" S-40",6.02,PC,F03914,預製,,,,,B,F03914_B,1,1,0,1,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,4, ,S-40, ,"4"" S-40",6.02,PC,F03914,預製,,,,,D,F03914_D,8,8,-5,3,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,4, ,S-40, ,"4"" S-40",6.02,PC,F03914,預製,,,,,E,F03914_E,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,3, ,S-40, ,"3"" S-40",5.49,PC,F03913,預製,36,,9,9,-,F03913_-,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,3, ,S-40, ,"3"" S-40",5.49,PC,F03913,預製,,,,,A,F03913_A,4,4,0,4,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,3, ,S-40, ,"3"" S-40",5.49,PC,F03913,預製,,,,,B,F03913_B,1,1,0,1,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,3, ,S-40, ,"3"" S-40",5.49,PC,F03913,預製,,,,,D,F03913_D,4,4,-1,3,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,3, ,S-40, ,"3"" S-40",5.49,PC,F03913,預製,,,,,E,F03913_E,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,2, ,S-80, ,"2"" S-80",5.54,PC,F03960,預製,30,,7,7,-,F03960_-,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,2, ,S-80, ,"2"" S-80",5.54,PC,F03960,預製,,,,,A,F03960_A,1,1,0,1,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,2, ,S-80, ,"2"" S-80",5.54,PC,F03960,預製,,,,,B,F03960_B,3,3,0,3,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,2, ,S-80, ,"2"" S-80",5.54,PC,F03960,預製,,,,,D,F03960_D,3,3,-3,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME   ,2, ,S-80, ,"2"" S-80",5.54,PC,F03960,預製,,,,,E,F03960_E,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME  NACE,4, ,S-40, ,"4"" S-40",6.02,PC,F127855,預製,23,,1,1,-,F127855_-,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME  NACE,4, ,S-40, ,"4"" S-40",6.02,PC,F127855,預製,,,,,A,F127855_A,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME  NACE,4, ,S-40, ,"4"" S-40",6.02,PC,F127855,預製,,,,,B,F127855_B,1,1,-1,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME  NACE,4, ,S-40, ,"4"" S-40",6.02,PC,F127855,預製,,,,,D,F127855_D,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME  NACE,4, ,S-40, ,"4"" S-40",6.02,PC,F127855,預製,,,,,E,F127855_E,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,F145586,預製,3,,1,1,-,F145586_-,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,F145586,預製,,,,,A,F145586_A,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,F145586,預製,,,,,B,F145586_B,1,1,-1,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,F145586,預製,,,,,D,F145586_D,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,F145586,預製,,,,,E,F145586_E,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME  NACE,2, ,S-80, ,"2"" S-80",5.54,PC,F60336,預製,3,,1,1,-,F60336_-,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME  NACE,2, ,S-80, ,"2"" S-80",5.54,PC,F60336,預製,,,,,A,F60336_A,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME  NACE,2, ,S-80, ,"2"" S-80",5.54,PC,F60336,預製,,,,,B,F60336_B,1,1,-1,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME  NACE,2, ,S-80, ,"2"" S-80",5.54,PC,F60336,預製,,,,,D,F60336_D,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL150 RF CS A105  ASME  NACE,2, ,S-80, ,"2"" S-80",5.54,PC,F60336,預製,,,,,E,F60336_E,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL1500 RJ CS A105  ASME  NACE,6, ,S-160, ,"6"" S-160",18.26,PC,F134020,預製,1,,1,1,-,F134020_-,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL1500 RJ CS A105  ASME  NACE,6, ,S-160, ,"6"" S-160",18.26,PC,F134020,預製,,,,,A,F134020_A,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL1500 RJ CS A105  ASME  NACE,6, ,S-160, ,"6"" S-160",18.26,PC,F134020,預製,,,,,B,F134020_B,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL1500 RJ CS A105  ASME  NACE,6, ,S-160, ,"6"" S-160",18.26,PC,F134020,預製,,,,,D,F134020_D,1,1,-1,0,0,0,0,0
碳鋼,415,WN FLANGE CL1500 RJ CS A105  ASME  NACE,6, ,S-160, ,"6"" S-160",18.26,PC,F134020,預製,,,,,E,F134020_E,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL1500 RJ CS A105  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,F231451,預製,7,,7,7,-,F231451_-,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL1500 RJ CS A105  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,F231451,預製,,,,,A,F231451_A,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL1500 RJ CS A105  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,F231451,預製,,,,,B,F231451_B,7,7,-7,0,0,0,0,0
碳鋼,415,WN FLANGE CL1500 RJ CS A105  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,F231451,預製,,,,,D,F231451_D,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL1500 RJ CS A105  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,F231451,預製,,,,,E,F231451_E,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL1500 RJ CS A105  ASME  NACE,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,F61352,預製,105,,10,10,-,F61352_-,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL1500 RJ CS A105  ASME  NACE,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,F61352,預製,,,,,A,F61352_A,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL1500 RJ CS A105  ASME  NACE,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,F61352,預製,,,,,B,F61352_B,10,10,-10,0,0,0,0,0
碳鋼,415,WN FLANGE CL1500 RJ CS A105  ASME  NACE,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,F61352,預製,,,,,D,F61352_D,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL1500 RJ CS A105  ASME  NACE,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,F61352,預製,,,,,E,F61352_E,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL2500 RJ CS A105  ASME   ,3, ,S-40, ,"3"" S-40",5.49,PC,F61747,預製,2,,2,2,-,F61747_-,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL2500 RJ CS A105  ASME   ,3, ,S-40, ,"3"" S-40",5.49,PC,F61747,預製,,,,,A,F61747_A,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL2500 RJ CS A105  ASME   ,3, ,S-40, ,"3"" S-40",5.49,PC,F61747,預製,,,,,B,F61747_B,2,2,-2,0,0,0,0,0
碳鋼,415,WN FLANGE CL2500 RJ CS A105  ASME   ,3, ,S-40, ,"3"" S-40",5.49,PC,F61747,預製,,,,,D,F61747_D,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL2500 RJ CS A105  ASME   ,3, ,S-40, ,"3"" S-40",5.49,PC,F61747,預製,,,,,E,F61747_E,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL2500 RJ CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F90144,預製,1,,1,1,-,F90144_-,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL2500 RJ CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F90144,預製,,,,,A,F90144_A,1,1,-1,0,0,0,0,0
碳鋼,415,WN FLANGE CL2500 RJ CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F90144,預製,,,,,B,F90144_B,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL2500 RJ CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F90144,預製,,,,,D,F90144_D,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL2500 RJ CS A105  ASME   ,1, ,S-80, ,"1"" S-80",4.55,PC,F90144,預製,,,,,E,F90144_E,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL2500 RJ CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F70343,預製,1,,1,1,-,F70343_-,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL2500 RJ CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F70343,預製,,,,,A,F70343_A,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL2500 RJ CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F70343,預製,,,,,B,F70343_B,0,0,0,0,0,0,0,0
碳鋼,415,WN FLANGE CL2500 RJ CS A105  ASME   ,0.75, ,S-80, ,"3/4"" S-80",3.91,PC,F70343,預製,,,,,D,F70343_D,1,1,-1,0,0,0,0,0
