管線材質,ORDER_SEQ,品名,SIZE1,SIZE2,SCH1,SCH2,SIZE_LAYOUT,厚度,UNIT,IDENT_CODE,用料時機,採購量,可領用量,合計,合計2,項目,重組,設計需求,採購需求,缺料狀況,7月2日,7月9日,7月10日,7月11日,8月15日
合金鋼P11,363,ECC. REDUCER SMLS BW AS A234-WP11-2  ASME   (IMPACT TEST at -1 DEG. C),10,8,35MM,28MM,"10"" 35MM X 8"" 28MM",18.26,PC,R752059,預製,,,,,D,R752059_D,1,1,-1,0,0,0,0,0
合金鋼P11,363,ECC. REDUCER SMLS BW AS A234-WP11-2  ASME   (IMPACT TEST at -1 DEG. C),10,8,35MM,28MM,"10"" 35MM X 8"" 28MM",18.26,PC,R752059,預製,,,,,E,R752059_E,0,0,0,0,0,0,0,0
合金鋼P11,363,ECC. REDUCER SMLS BW AS A234-WP11-2  ASME   (IMPACT TEST at -1 DEG. C),8,6,28MM,24MM,"8"" 28MM X 6"" 24MM",18.26,PC,R752060,預製,1,,1,1,-,R752060_-,0,0,0,0,0,0,0,0
合金鋼P11,363,ECC. REDUCER SMLS BW AS A234-WP11-2  ASME   (IMPACT TEST at -1 DEG. C),8,6,28MM,24MM,"8"" 28MM X 6"" 24MM",18.26,PC,R752060,預製,,,,,A,R752060_A,0,0,0,0,0,0,0,0
合金鋼P11,363,ECC. REDUCER SMLS BW AS A234-WP11-2  ASME   (IMPACT TEST at -1 DEG. C),8,6,28MM,24MM,"8"" 28MM X 6"" 24MM",18.26,PC,R752060,預製,,,,,B,R752060_B,0,0,0,0,0,0,0,0
合金鋼P11,363,ECC. REDUCER SMLS BW AS A234-WP11-2  ASME   (IMPACT TEST at -1 DEG. C),8,6,28MM,24MM,"8"" 28MM X 6"" 24MM",18.26,PC,R752060,預製,,,,,D,R752060_D,1,1,-1,0,0,0,0,0
合金鋼P11,363,ECC. REDUCER SMLS BW AS A234-WP11-2  ASME   (IMPACT TEST at -1 DEG. C),8,6,28MM,24MM,"8"" 28MM X 6"" 24MM",18.26,PC,R752060,預製,,,,,E,R752060_E,0,0,0,0,0,0,0,0
合金鋼P11,415,WN FLANGE CL2500 RJ AS A182-F11-2  ASME   ,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,F41280,預製,112,,2,2,-,F41280_-,0,0,0,0,0,0,0,0
合金鋼P11,415,WN FLANGE CL2500 RJ AS A182-F11-2  ASME   ,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,F41280,預製,,,,,A,F41280_A,0,0,0,0,0,0,0,0
合金鋼P11,415,WN FLANGE CL2500 RJ AS A182-F11-2  ASME   ,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,F41280,預製,,,,,B,F41280_B,0,0,0,0,0,0,0,0
合金鋼P11,415,WN FLANGE CL2500 RJ AS A182-F11-2  ASME   ,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,F41280,預製,,,,,D,F41280_D,2,2,-2,0,0,0,0,0
合金鋼P11,415,WN FLANGE CL2500 RJ AS A182-F11-2  ASME   ,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,F41280,預製,,,,,E,F41280_E,0,0,0,0,0,0,0,0
合金鋼P11,415,WN FLANGE CL2500 RJ AS A182-F11-2  ASME   (IMPACT TEST at -1 DEG. C),6, ,24MM, ,"6"" 24MM",24,PC,F137633,預製,1,,1,1,-,F137633_-,0,0,0,0,0,0,0,0
合金鋼P11,415,WN FLANGE CL2500 RJ AS A182-F11-2  ASME   (IMPACT TEST at -1 DEG. C),6, ,24MM, ,"6"" 24MM",24,PC,F137633,預製,,,,,A,F137633_A,0,0,0,0,0,0,0,0
合金鋼P11,415,WN FLANGE CL2500 RJ AS A182-F11-2  ASME   (IMPACT TEST at -1 DEG. C),6, ,24MM, ,"6"" 24MM",24,PC,F137633,預製,,,,,B,F137633_B,0,0,0,0,0,0,0,0
合金鋼P11,415,WN FLANGE CL2500 RJ AS A182-F11-2  ASME   (IMPACT TEST at -1 DEG. C),6, ,24MM, ,"6"" 24MM",24,PC,F137633,預製,,,,,D,F137633_D,1,1,-1,0,0,0,0,0
合金鋼P11,415,WN FLANGE CL2500 RJ AS A182-F11-2  ASME   (IMPACT TEST at -1 DEG. C),6, ,24MM, ,"6"" 24MM",24,PC,F137633,預製,,,,,E,F137633_E,0,0,0,0,0,0,0,0
合金鋼P11,453,"ORIFICE WN FLANGE CL2500 RJ AS A182-F11-2 W/ 1/2"" SW TAPS ASME   (IMPACT TEST at -1 DEG. C)",10, ,35MM, ,"10"" 35MM",35,PAIR,F137648,預製,1,,1,1,-,F137648_-,0,0,0,0,0,0,0,0
合金鋼P11,453,"ORIFICE WN FLANGE CL2500 RJ AS A182-F11-2 W/ 1/2"" SW TAPS ASME   (IMPACT TEST at -1 DEG. C)",10, ,35MM, ,"10"" 35MM",35,PAIR,F137648,預製,,,,,A,F137648_A,0,0,0,0,0,0,0,0
合金鋼P11,453,"ORIFICE WN FLANGE CL2500 RJ AS A182-F11-2 W/ 1/2"" SW TAPS ASME   (IMPACT TEST at -1 DEG. C)",10, ,35MM, ,"10"" 35MM",35,PAIR,F137648,預製,,,,,B,F137648_B,0,0,0,0,0,0,0,0
合金鋼P11,453,"ORIFICE WN FLANGE CL2500 RJ AS A182-F11-2 W/ 1/2"" SW TAPS ASME   (IMPACT TEST at -1 DEG. C)",10, ,35MM, ,"10"" 35MM",35,PAIR,F137648,預製,,,,,D,F137648_D,1,1,-1,0,0,0,0,0
合金鋼P11,453,"ORIFICE WN FLANGE CL2500 RJ AS A182-F11-2 W/ 1/2"" SW TAPS ASME   (IMPACT TEST at -1 DEG. C)",10, ,35MM, ,"10"" 35MM",35,PAIR,F137648,預製,,,,,E,F137648_E,0,0,0,0,0,0,0,0
合金鋼P11,471,GASKET CL2500 RJ OCT-R AS 5CR-1/2MO  ASME    ,8, , , ,"8""",35,PC,G94149,安裝,4,,2,2,-,G94149_-,0,0,0,0,0,0,0,0
合金鋼P11,471,GASKET CL2500 RJ OCT-R AS 5CR-1/2MO  ASME    ,8, , , ,"8""",35,PC,G94149,安裝,,,,,A,G94149_A,0,0,0,0,0,0,0,0
合金鋼P11,471,GASKET CL2500 RJ OCT-R AS 5CR-1/2MO  ASME    ,8, , , ,"8""",35,PC,G94149,安裝,,,,,B,G94149_B,0,0,0,0,0,0,0,0
合金鋼P11,471,GASKET CL2500 RJ OCT-R AS 5CR-1/2MO  ASME    ,8, , , ,"8""",35,PC,G94149,安裝,,,,,D,G94149_D,2,2,-2,0,0,0,0,0
合金鋼P11,471,GASKET CL2500 RJ OCT-R AS 5CR-1/2MO  ASME    ,8, , , ,"8""",35,PC,G94149,安裝,,,,,E,G94149_E,0,0,0,0,0,0,0,0
合金鋼P11,471,GASKET CL2500 RJ OCT-R AS 5CR-1/2MO  ASME    ,6, , , ,"6""",35,PC,G94148,安裝,0,,1,1,-,G94148_-,0,0,0,0,0,0,0,0
合金鋼P11,471,GASKET CL2500 RJ OCT-R AS 5CR-1/2MO  ASME    ,6, , , ,"6""",35,PC,G94148,安裝,,,,,A,G94148_A,0,0,0,0,0,0,0,0
合金鋼P11,471,GASKET CL2500 RJ OCT-R AS 5CR-1/2MO  ASME    ,6, , , ,"6""",35,PC,G94148,安裝,,,,,B,G94148_B,0,0,0,0,0,0,0,0
合金鋼P11,471,GASKET CL2500 RJ OCT-R AS 5CR-1/2MO  ASME    ,6, , , ,"6""",35,PC,G94148,安裝,,,,,D,G94148_D,1,1,-1,0,0,0,0,0
合金鋼P11,471,GASKET CL2500 RJ OCT-R AS 5CR-1/2MO  ASME    ,6, , , ,"6""",35,PC,G94148,安裝,,,,,E,G94148_E,0,0,0,0,0,0,0,0
合金鋼P11,481,STUD BOLT 8UN AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,2.5,605, , ,2-1/2 IN x 605 MM LG,35,SET,G81630,安裝,13,,12,12,-,G81630_-,0,0,0,0,0,0,0,0
合金鋼P11,481,STUD BOLT 8UN AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,2.5,605, , ,2-1/2 IN x 605 MM LG,35,SET,G81630,安裝,,,,,A,G81630_A,0,0,0,0,0,0,0,0
合金鋼P11,481,STUD BOLT 8UN AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,2.5,605, , ,2-1/2 IN x 605 MM LG,35,SET,G81630,安裝,,,,,B,G81630_B,0,0,0,0,0,0,0,0
合金鋼P11,481,STUD BOLT 8UN AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,2.5,605, , ,2-1/2 IN x 605 MM LG,35,SET,G81630,安裝,,,,,D,G81630_D,12,12,-12,0,0,0,0,0
合金鋼P11,481,STUD BOLT 8UN AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,2.5,605, , ,2-1/2 IN x 605 MM LG,35,SET,G81630,安裝,,,,,E,G81630_E,0,0,0,0,0,0,0,0
合金鋼P11,481,STUD BOLT 8UN AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,2,430, , ,2 IN x 430 MM LG,35,SET,G22029,安裝,0,,8,8,-,G22029_-,0,0,0,0,0,0,0,0
合金鋼P11,481,STUD BOLT 8UN AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,2,430, , ,2 IN x 430 MM LG,35,SET,G22029,安裝,,,,,A,G22029_A,0,0,0,0,0,0,0,0
合金鋼P11,481,STUD BOLT 8UN AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,2,430, , ,2 IN x 430 MM LG,35,SET,G22029,安裝,,,,,B,G22029_B,0,0,0,0,0,0,0,0
合金鋼P11,481,STUD BOLT 8UN AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,2,430, , ,2 IN x 430 MM LG,35,SET,G22029,安裝,,,,,D,G22029_D,8,8,-8,0,0,0,0,0
合金鋼P11,481,STUD BOLT 8UN AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,2,430, , ,2 IN x 430 MM LG,35,SET,G22029,安裝,,,,,E,G22029_E,0,0,0,0,0,0,0,0
合金鋼P11,481,STUD BOLT 8UN AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,2,470, , ,2 IN x 470 MM LG,35,SET,G81565,安裝,26,,24,24,-,G81565_-,0,0,0,0,0,0,0,0
合金鋼P11,481,STUD BOLT 8UN AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,2,470, , ,2 IN x 470 MM LG,35,SET,G81565,安裝,,,,,A,G81565_A,0,0,0,0,0,0,0,0
合金鋼P11,481,STUD BOLT 8UN AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,2,470, , ,2 IN x 470 MM LG,35,SET,G81565,安裝,,,,,B,G81565_B,0,0,0,0,0,0,0,0
合金鋼P11,481,STUD BOLT 8UN AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,2,470, , ,2 IN x 470 MM LG,35,SET,G81565,安裝,,,,,D,G81565_D,24,24,-24,0,0,0,0,0
合金鋼P11,481,STUD BOLT 8UN AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,2,470, , ,2 IN x 470 MM LG,35,SET,G81565,安裝,,,,,E,G81565_E,0,0,0,0,0,0,0,0
合金鋼P11,620,GLOBE VALVE CL2500 BW-STUB AS A182-F11 BODY 13CR-TR STLD-S&D PLUG-D OS&Y WB Y-PAT ASME  LOW EMIS (STUB : SMLS BE XXS A335-P11)  (FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),0.75, , , ,"3/4""",35,PC,V232456,預製,4,,4,4,-,V232456_-,0,0,0,0,0,0,0,0
合金鋼P11,620,GLOBE VALVE CL2500 BW-STUB AS A182-F11 BODY 13CR-TR STLD-S&D PLUG-D OS&Y WB Y-PAT ASME  LOW EMIS (STUB : SMLS BE XXS A335-P11)  (FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),0.75, , , ,"3/4""",35,PC,V232456,預製,,,,,A,V232456_A,0,0,0,0,0,0,0,0
合金鋼P11,620,GLOBE VALVE CL2500 BW-STUB AS A182-F11 BODY 13CR-TR STLD-S&D PLUG-D OS&Y WB Y-PAT ASME  LOW EMIS (STUB : SMLS BE XXS A335-P11)  (FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),0.75, , , ,"3/4""",35,PC,V232456,預製,,,,,B,V232456_B,0,0,0,0,0,0,0,0
合金鋼P11,620,GLOBE VALVE CL2500 BW-STUB AS A182-F11 BODY 13CR-TR STLD-S&D PLUG-D OS&Y WB Y-PAT ASME  LOW EMIS (STUB : SMLS BE XXS A335-P11)  (FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),0.75, , , ,"3/4""",35,PC,V232456,預製,,,,,D,V232456_D,4,4,-4,0,0,0,0,0
合金鋼P11,620,GLOBE VALVE CL2500 BW-STUB AS A182-F11 BODY 13CR-TR STLD-S&D PLUG-D OS&Y WB Y-PAT ASME  LOW EMIS (STUB : SMLS BE XXS A335-P11)  (FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),0.75, , , ,"3/4""",35,PC,V232456,預製,,,,,E,V232456_E,0,0,0,0,0,0,0,0
合金鋼P5,102,PIPE SMLS BE AS A335-P5  ASME   ,8, ,S-80, ,"8"" S-80",12.7,M,P24642,預製,66,,59.5,59.5,-,P24642_-,0,0,0,0,0,0,0,0
合金鋼P5,102,PIPE SMLS BE AS A335-P5  ASME   ,8, ,S-80, ,"8"" S-80",12.7,M,P24642,預製,,,,,A,P24642_A,0,0,0,0,0,0,0,0
合金鋼P5,102,PIPE SMLS BE AS A335-P5  ASME   ,8, ,S-80, ,"8"" S-80",12.7,M,P24642,預製,,,,,B,P24642_B,0,0,0,0,0,0,0,0
合金鋼P5,102,PIPE SMLS BE AS A335-P5  ASME   ,8, ,S-80, ,"8"" S-80",12.7,M,P24642,預製,,,,,D,P24642_D,59.5,66,-66,0,0,0,0,0
合金鋼P5,102,PIPE SMLS BE AS A335-P5  ASME   ,8, ,S-80, ,"8"" S-80",12.7,M,P24642,預製,,,,,E,P24642_E,0,0,0,0,0,0,0,0
合金鋼P5,102,PIPE SMLS BE AS A335-P5  ASME   ,6, ,S-80, ,"6"" S-80",10.97,M,P24643,預製,30,,28.3,28.3,-,P24643_-,0,0,0,0,0,0,0,0
合金鋼P5,102,PIPE SMLS BE AS A335-P5  ASME   ,6, ,S-80, ,"6"" S-80",10.97,M,P24643,預製,,,,,A,P24643_A,0,0,0,0,0,0,0,0
合金鋼P5,102,PIPE SMLS BE AS A335-P5  ASME   ,6, ,S-80, ,"6"" S-80",10.97,M,P24643,預製,,,,,B,P24643_B,0.4,0,0,0,0,0,0,0
合金鋼P5,102,PIPE SMLS BE AS A335-P5  ASME   ,6, ,S-80, ,"6"" S-80",10.97,M,P24643,預製,,,,,D,P24643_D,27.9,36,-36,0,0,0,0,0
合金鋼P5,102,PIPE SMLS BE AS A335-P5  ASME   ,6, ,S-80, ,"6"" S-80",10.97,M,P24643,預製,,,,,E,P24643_E,0,0,0,0,0,0,0,0
合金鋼P5,121,"PIPE NIPPLE SMLS TBE AS A335-P5 L=100MM(4"") ASME   ",1, ,S-160, ,"1"" S-160",6.35,PC,P50584,預製,1,,1,1,-,P50584_-,0,0,0,0,0,0,0,0
合金鋼P5,121,"PIPE NIPPLE SMLS TBE AS A335-P5 L=100MM(4"") ASME   ",1, ,S-160, ,"1"" S-160",6.35,PC,P50584,預製,,,,,A,P50584_A,0,0,0,0,0,0,0,0
合金鋼P5,121,"PIPE NIPPLE SMLS TBE AS A335-P5 L=100MM(4"") ASME   ",1, ,S-160, ,"1"" S-160",6.35,PC,P50584,預製,,,,,B,P50584_B,0,0,0,0,0,0,0,0
合金鋼P5,121,"PIPE NIPPLE SMLS TBE AS A335-P5 L=100MM(4"") ASME   ",1, ,S-160, ,"1"" S-160",6.35,PC,P50584,預製,,,,,D,P50584_D,1,1,-1,0,0,0,0,0
合金鋼P5,121,"PIPE NIPPLE SMLS TBE AS A335-P5 L=100MM(4"") ASME   ",1, ,S-160, ,"1"" S-160",6.35,PC,P50584,預製,,,,,E,P50584_E,0,0,0,0,0,0,0,0
合金鋼P5,301,45 ELBOW SMLS BW AS A234-WP5  ASME   ,8, ,S-80, ,"8"" S-80",12.7,PC,N03273,預製,3,,3,3,-,N03273_-,0,0,0,0,0,0,0,0
合金鋼P5,301,45 ELBOW SMLS BW AS A234-WP5  ASME   ,8, ,S-80, ,"8"" S-80",12.7,PC,N03273,預製,,,,,A,N03273_A,0,0,0,0,0,0,0,0
合金鋼P5,301,45 ELBOW SMLS BW AS A234-WP5  ASME   ,8, ,S-80, ,"8"" S-80",12.7,PC,N03273,預製,,,,,B,N03273_B,0,0,0,0,0,0,0,0
合金鋼P5,301,45 ELBOW SMLS BW AS A234-WP5  ASME   ,8, ,S-80, ,"8"" S-80",12.7,PC,N03273,預製,,,,,D,N03273_D,3,3,-3,0,0,0,0,0
合金鋼P5,301,45 ELBOW SMLS BW AS A234-WP5  ASME   ,8, ,S-80, ,"8"" S-80",12.7,PC,N03273,預製,,,,,E,N03273_E,0,0,0,0,0,0,0,0
合金鋼P5,303,90 ELBOW SMLS BW AS A234-WP5  ASME   ,8, ,S-80, ,"8"" S-80",12.7,PC,N05448,預製,13,,13,13,-,N05448_-,0,0,0,0,0,0,0,0
合金鋼P5,303,90 ELBOW SMLS BW AS A234-WP5  ASME   ,8, ,S-80, ,"8"" S-80",12.7,PC,N05448,預製,,,,,A,N05448_A,0,0,0,0,0,0,0,0
合金鋼P5,303,90 ELBOW SMLS BW AS A234-WP5  ASME   ,8, ,S-80, ,"8"" S-80",12.7,PC,N05448,預製,,,,,B,N05448_B,0,0,0,0,0,0,0,0
合金鋼P5,303,90 ELBOW SMLS BW AS A234-WP5  ASME   ,8, ,S-80, ,"8"" S-80",12.7,PC,N05448,預製,,,,,D,N05448_D,13,13,-13,0,0,0,0,0
合金鋼P5,303,90 ELBOW SMLS BW AS A234-WP5  ASME   ,8, ,S-80, ,"8"" S-80",12.7,PC,N05448,預製,,,,,E,N05448_E,0,0,0,0,0,0,0,0
合金鋼P5,303,90 ELBOW SMLS BW AS A234-WP5  ASME   ,6, ,S-80, ,"6"" S-80",10.97,PC,N05447,預製,2,,2,2,-,N05447_-,0,0,0,0,0,0,0,0
合金鋼P5,303,90 ELBOW SMLS BW AS A234-WP5  ASME   ,6, ,S-80, ,"6"" S-80",10.97,PC,N05447,預製,,,,,A,N05447_A,0,0,0,0,0,0,0,0
合金鋼P5,303,90 ELBOW SMLS BW AS A234-WP5  ASME   ,6, ,S-80, ,"6"" S-80",10.97,PC,N05447,預製,,,,,B,N05447_B,0,0,0,0,0,0,0,0
合金鋼P5,303,90 ELBOW SMLS BW AS A234-WP5  ASME   ,6, ,S-80, ,"6"" S-80",10.97,PC,N05447,預製,,,,,D,N05447_D,2,2,-2,0,0,0,0,0
合金鋼P5,303,90 ELBOW SMLS BW AS A234-WP5  ASME   ,6, ,S-80, ,"6"" S-80",10.97,PC,N05447,預製,,,,,E,N05447_E,0,0,0,0,0,0,0,0
合金鋼P5,331,SOCKOLET CL6000 SW AS A182-F5  MSS   ,8,1, , ,"8"" X 1""",10.97,PC,S08472,預製,1,,1,1,-,S08472_-,0,0,0,0,0,0,0,0
合金鋼P5,331,SOCKOLET CL6000 SW AS A182-F5  MSS   ,8,1, , ,"8"" X 1""",10.97,PC,S08472,預製,,,,,A,S08472_A,0,0,0,0,0,0,0,0
合金鋼P5,331,SOCKOLET CL6000 SW AS A182-F5  MSS   ,8,1, , ,"8"" X 1""",10.97,PC,S08472,預製,,,,,B,S08472_B,0,0,0,0,0,0,0,0
合金鋼P5,331,SOCKOLET CL6000 SW AS A182-F5  MSS   ,8,1, , ,"8"" X 1""",10.97,PC,S08472,預製,,,,,D,S08472_D,1,1,-1,0,0,0,0,0
合金鋼P5,331,SOCKOLET CL6000 SW AS A182-F5  MSS   ,8,1, , ,"8"" X 1""",10.97,PC,S08472,預製,,,,,E,S08472_E,0,0,0,0,0,0,0,0
合金鋼P5,372,CAP CL6000 FNPT AS A182-F5  ASME   ,1, , , ,"1""",10.97,PC,N69824,預製,1,,1,1,-,N69824_-,0,0,0,0,0,0,0,0
合金鋼P5,372,CAP CL6000 FNPT AS A182-F5  ASME   ,1, , , ,"1""",10.97,PC,N69824,預製,,,,,A,N69824_A,0,0,0,0,0,0,0,0
合金鋼P5,372,CAP CL6000 FNPT AS A182-F5  ASME   ,1, , , ,"1""",10.97,PC,N69824,預製,,,,,B,N69824_B,0,0,0,0,0,0,0,0
合金鋼P5,372,CAP CL6000 FNPT AS A182-F5  ASME   ,1, , , ,"1""",10.97,PC,N69824,預製,,,,,D,N69824_D,1,1,-1,0,0,0,0,0
合金鋼P5,372,CAP CL6000 FNPT AS A182-F5  ASME   ,1, , , ,"1""",10.97,PC,N69824,預製,,,,,E,N69824_E,0,0,0,0,0,0,0,0
合金鋼P5,471,"GASKET CL600 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",8, , , ,"8""",10.97,PC,G09000,安裝,32,,2,2,-,G09000_-,0,0,0,0,0,0,0,0
合金鋼P5,471,"GASKET CL600 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",8, , , ,"8""",10.97,PC,G09000,安裝,,,,,A,G09000_A,0,0,0,0,0,0,0,0
合金鋼P5,471,"GASKET CL600 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",8, , , ,"8""",10.97,PC,G09000,安裝,,,,,B,G09000_B,0,0,0,0,0,0,0,0
合金鋼P5,471,"GASKET CL600 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",8, , , ,"8""",10.97,PC,G09000,安裝,,,,,D,G09000_D,2,2,-2,0,0,0,0,0
合金鋼P5,471,"GASKET CL600 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",8, , , ,"8""",10.97,PC,G09000,安裝,,,,,E,G09000_E,0,0,0,0,0,0,0,0
合金鋼P5,471,"GASKET CL600 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",4, , , ,"4""",10.97,PC,G09003,安裝,20,,4,4,-,G09003_-,0,0,0,0,0,0,0,0
合金鋼P5,471,"GASKET CL600 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",4, , , ,"4""",10.97,PC,G09003,安裝,,,,,A,G09003_A,0,0,0,0,0,0,0,0
合金鋼P5,471,"GASKET CL600 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",4, , , ,"4""",10.97,PC,G09003,安裝,,,,,B,G09003_B,0,0,0,0,0,0,0,0
合金鋼P5,471,"GASKET CL600 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",4, , , ,"4""",10.97,PC,G09003,安裝,,,,,D,G09003_D,4,4,-4,0,0,0,0,0
合金鋼P5,471,"GASKET CL600 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",4, , , ,"4""",10.97,PC,G09003,安裝,,,,,E,G09003_E,0,0,0,0,0,0,0,0
合金鋼P5,471,"GASKET CL600 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",2, , , ,"2""",10.97,PC,G09010,安裝,6,,3,3,-,G09010_-,0,0,0,0,0,0,0,0
合金鋼P5,471,"GASKET CL600 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",2, , , ,"2""",10.97,PC,G09010,安裝,,,,,A,G09010_A,0,0,0,0,0,0,0,0
合金鋼P5,471,"GASKET CL600 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",2, , , ,"2""",10.97,PC,G09010,安裝,,,,,B,G09010_B,0,0,0,0,0,0,0,0
合金鋼P5,471,"GASKET CL600 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",2, , , ,"2""",10.97,PC,G09010,安裝,,,,,D,G09010_D,3,3,-3,0,0,0,0,0
合金鋼P5,471,"GASKET CL600 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",2, , , ,"2""",10.97,PC,G09010,安裝,,,,,E,G09010_E,0,0,0,0,0,0,0,0
合金鋼P5,481,STUD BOLT UNC AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME,0.875,150, , ,1-1/8 IN x 215 MM LG,10.97,SET,G18837,安裝,0,,0,12,-,G18837_-,0,0,0,0,0,0,0,0
合金鋼P5,481,STUD BOLT UNC AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME,0.875,150, , ,1-1/8 IN x 215 MM LG,10.97,SET,G18837,安裝,,,,,A,G18837_A,0,0,0,0,0,0,0,0
合金鋼P5,481,STUD BOLT UNC AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME,0.875,150, , ,1-1/8 IN x 215 MM LG,10.97,SET,G18837,安裝,,,,,B,G18837_B,0,0,0,0,0,0,0,0
合金鋼P5,481,STUD BOLT UNC AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME,0.875,150, , ,1-1/8 IN x 215 MM LG,10.97,SET,G18837,安裝,,,,,D,G18837_D,12,12,-12,0,0,0,0,0
合金鋼P5,481,STUD BOLT UNC AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME,0.875,150, , ,1-1/8 IN x 215 MM LG,10.97,SET,G18837,安裝,,,,,E,G18837_E,0,0,0,0,0,0,0,0
合金鋼P5,481,STUD BOLT UNC AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,0.875,150, , ,7/8 IN x 150 MM LG,10.97,SET,G18525,安裝,19,,16,16,-,G18525_-,0,0,0,0,0,0,0,0
合金鋼P5,481,STUD BOLT UNC AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,0.875,150, , ,7/8 IN x 150 MM LG,10.97,SET,G18525,安裝,,,,,A,G18525_A,0,0,0,0,0,0,0,0
合金鋼P5,481,STUD BOLT UNC AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,0.875,150, , ,7/8 IN x 150 MM LG,10.97,SET,G18525,安裝,,,,,B,G18525_B,0,0,0,0,0,0,0,0
合金鋼P5,481,STUD BOLT UNC AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,0.875,150, , ,7/8 IN x 150 MM LG,10.97,SET,G18525,安裝,,,,,D,G18525_D,16,16,-16,0,0,0,0,0
合金鋼P5,481,STUD BOLT UNC AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,0.875,150, , ,7/8 IN x 150 MM LG,10.97,SET,G18525,安裝,,,,,E,G18525_E,0,0,0,0,0,0,0,0
合金鋼P5,481,STUD BOLT UNC AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,0.875,160, , ,7/8 IN x 160 MM LG,10.97,SET,G18523,安裝,10,,8,8,-,G18523_-,0,0,0,0,0,0,0,0
合金鋼P5,481,STUD BOLT UNC AS A193-B16/ A194-4 W/ 2 HVY HEX NUTS  ASME   ,0.875,160, , ,7/8 IN x 160 MM LG,10.97,SET,G18523,安裝,,,,,A,G18523_A,0,0,0,0,0,0,0,0
