管線材質,ORDER_SEQ,0,SIZE1,SIZE2,SCH1,SCH2,SIZE_LAYOUT,厚度,UNIT,IDENT_CODE,用料時機,採購量,可領用量,合計,合計2,項目,設計需求,採購需求,缺料狀況,7月2日,7月9日,7月10日,7月11日,8月15日
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,331,SOCKOLET CL3000 SW SS A182-F304L  MSS  NACE,6,1.5, , ,"6"" X 1-1/2""",,PC,S185784,預製,1,,1,1,-,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,331,SOCKOLET CL3000 SW SS A182-F304L  MSS  NACE,4,0.75, , ,"4"" X 3/4""",,PC,S180757,預製,4,,4,4,-,4,4,0,4,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,331,SOCKOLET CL3000 SW SS A182-F304L  MSS  NACE,4,1, , ,"4"" X 1""",,PC,S180759,預製,2,,2,2,-,2,2,0,2,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,331,SOCKOLET CL3000 SW SS A182-F304L  MSS  NACE,3,0.75, , ,"3"" X 3/4""",,PC,S180752,預製,5,,4,4,-,4,4,0,4,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,332,WELDOLET  BW SS A182-F304L  MSS  NACE,6,1,S-160,S-160,"6"" S-160 X 1"" S-160",,PC,R595037,預製,3,,3,3,-,3,3,-3,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,351,FULL COUPLING CL3000 SW SS A182-F304L  ASME  NACE,1, , , ,"1""",,PC,S180999,預製,3,,2,2,-,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,362,CONC. SWAGE NIPPLE  BLE/ PSE SS A403-WP304L  MSS  NACE,3,1,S-10S,S-80S,"3"" S-10S X 1"" S-80S",,PC,S179861,預製,2,,2,2,-,2,2,0,0,0,0,2,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,363,CONC. REDUCER SMLS BW SS A403-WP304L  ASME  NACE,6,4,S-10S,S-10S,"6"" S-10S X 4"" S-10S",,PC,R06721,預製,1,,1,1,-,1,1,0,0,0,0,1,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,363,ECC. REDUCER SMLS BW SS A403-WP304L  ASME  NACE,6,4,S-10S,S-10S,"6"" S-10S X 4"" S-10S",,PC,R23474,預製,1,,1,1,-,1,1,0,0,0,0,1,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,363,ECC. REDUCER SMLS BW SS A403-WP304L  ASME  NACE,6,4,S-160,S-160,"6"" S-160 X 4"" S-160",,PC,R1173100,預製,3,,3,3,-,3,3,0,0,0,0,0,3
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,363,ECC. REDUCER SMLS BW SS A403-WP304L  ASME  NACE,4,2,S-10S,S-80S,"4"" S-10S X 2"" S-80S",,PC,R564797,預製,2,,2,2,-,2,2,0,0,0,0,2,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,363,ECC. REDUCER SMLS BW SS A403-WP304L  ASME  NACE,4,3,S-10S,S-10S,"4"" S-10S X 3"" S-10S",,PC,R91944,預製,1,,1,1,-,1,1,0,0,0,0,1,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,411,BLIND FLANGE CL1500 RJ SS A182-F304L  ASME  NACE,1, , , ,"1""",,PC,F85271,安裝,1,,1,1,-,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,412,SW FLANGE CL150 RF SS A182-F304L  ASME  NACE,1, ,S-80S, ,"1"" S-80S",4.55,PC,F81324,預製,3,,3,3,-,3,3,0,0,0,0,3,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,412,SW FLANGE CL150 RF SS A182-F304L  ASME  NACE,0.75, ,S-80S, ,"3/4"" S-80S",3.91,PC,F81276,預製,4,,4,4,-,4,4,0,0,0,0,4,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,412,SW FLANGE CL300 RF SS A182-F304L  ASME  NACE,1.5, ,S-80S, ,"1-1/2"" S-80S",5.08,PC,F81593,預製,1,,1,1,-,1,1,0,0,0,0,1,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,412,SW FLANGE CL300 RF SS A182-F304L  ASME  NACE,1, ,S-80S, ,"1"" S-80S",4.55,PC,F81522,預製,2,,2,2,-,2,2,0,0,0,0,2,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,415,WN FLANGE CL150 RF SS A182-F304L  ASME  NACE,4, ,S-10S, ,"4"" S-10S",3.05,PC,F22294,預製,4,,4,4,-,4,4,0,0,0,0,4,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,415,WN FLANGE CL150 RF SS A182-F304L  ASME  NACE,3, ,S-10S, ,"3"" S-10S",3.05,PC,F23658,預製,14,,9,9,-,9,9,0,0,0,0,9,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,415,WN FLANGE CL1500 RJ SS A182-F304L  ASME  NACE,6, ,S-160, ,"6"" S-160",18.26,PC,F85145,預製,2,,2,2,-,2,2,0,0,0,0,2,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,415,WN FLANGE CL1500 RJ SS A182-F304L  ASME  NACE,4, ,S-160, ,"4"" S-160",13.49,PC,F85058,預製,7,,7,7,-,7,7,0,0,0,0,7,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,415,WN FLANGE CL1500 RJ SS A182-F304L  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,F82495,預製,2,,2,2,-,2,2,0,0,0,0,2,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,415,WN FLANGE CL1500 RJ SS A182-F304L  ASME  NACE,0.75, ,S-160, ,"3/4"" S-160",5.56,PC,F82452,預製,1,,1,1,-,1,1,0,0,0,0,1,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,415,WN FLANGE CL1500 RJ SS A182-F304L  ASME  NACE,0.5, ,S-160, ,"1/2"" S-160",4.78,PC,F82394,預製,11,,2,2,-,2,2,0,0,0,0,2,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,415,WN FLANGE CL300 RF SS A182-F304L  ASME  NACE,2, ,S-80S, ,"2"" S-80S",5.54,PC,F80011,預製,4,,2,2,-,2,2,0,0,0,0,2,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,415,WN FLANGE CL300 RJ SS A182-F304L  ASME  NACE,4, ,S-40S, ,"4"" S-40S",6.02,PC,F91701,預製,1,,1,1,-,1,1,0,0,0,0,1,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,453,"ORIFICE WN FLANGE CL1500 RJ SS A182-F304L W/ 1/2"" SW TAPS ASME  NACE",6, ,S-160, ,"6"" S-160",18.26,PAIR,F90504,預製,1,,1,1,-,1,1,0,0,0,0,1,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,453,"ORIFICE WN FLANGE CL300 RF SS A182-F304L W/ 1/2"" FNPT TAPS ASME  NACE",3, ,S-10S, ,"3"" S-10S",3.05,PAIR,F82174,預製,2,,1,1,-,1,1,0,0,0,0,1,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,462,SPECTACLE BLIND CL1500 RJ SS A240 TY 304L  JOB STD  NACE,4, , , ,"4""",,PC,G423231,安裝,1,,1,1,-,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,462,SPECTACLE BLIND CL1500 RJ SS A240 TY 304L  JOB STD  NACE,1, , , ,"1""",,PC,G423224,安裝,1,,1,1,-,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,462,SPECTACLE BLIND CL1500 RJ SS A240 TY 304L  JOB STD  NACE,0.75, , , ,"3/4""",,PC,G423223,安裝,1,,1,1,-,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,471,"GASKET CL150 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",4, , , ,"4""",,PC,G34915,安裝,54,,5,5,-,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,471,"GASKET CL150 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",3, , , ,"3""",,PC,G34914,安裝,28,,9,9,-,9,9,-9,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,471,"GASKET CL150 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",1, , , ,"1""",,PC,G34907,安裝,58,,24,24,-,3,3,-3,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,21,21,-21,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,471,"GASKET CL150 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",0.75, , , ,"3/4""",,PC,G34906,安裝,16,,4,4,-,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,471,GASKET CL1500 RJ OCT-R SS304L  ASME    ,6, , , ,"6""",,PC,G342272,安裝,8,,2,2,-,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,471,GASKET CL1500 RJ OCT-R SS304L  ASME    ,4, , , ,"4""",,PC,G160033,安裝,16,,6,6,-,6,6,-6,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,471,GASKET CL1500 RJ OCT-R SS304L  ASME    ,1, , , ,"1""",,PC,G160006,安裝,6,,2,2,-,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,471,GASKET CL1500 RJ OCT-R SS304L  ASME    ,0.75, , , ,"3/4""",,PC,G160028,安裝,4,,1,1,-,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,471,"GASKET CL300 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",3, , , ,"3""",,PC,G09228,安裝,35,,6,6,-,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,471,"GASKET CL300 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",2, , , ,"2""",,PC,G09233,安裝,35,,6,6,-,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,471,"GASKET CL300 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  ",1, , , ,"1""",,PC,G09241,安裝,13,,2,2,-,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,481,STUD BOLT 8UN SS A193-B8-2/ A194-8 W/ 2 HVY HEX NUTS  ASME   ,1.375,295, , ,1-3/8 IN x 295 MM LG,,SET,G148524,安裝,13,,12,12,-,12,12,-12,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,481,STUD BOLT 8UN SS A193-B8-2/ A194-8 W/ 2 HVY HEX NUTS  ASME   ,1.25,265, , ,1-1/4 IN x 265 MM LG,,SET,G148430,安裝,9,,8,8,-,8,8,-8,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,481,STUD BOLT 8UN SS A193-B8-2/ A194-8 W/ 2 HVY HEX NUTS  ASME   ,1.25,210, , ,1-1/4 IN x 210 MM LG,,SET,G148419,安裝,53,,48,48,-,48,48,-48,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,481,STUD BOLT UNC SS A193-B8-2/ A194-8 W/ 2 HVY HEX NUTS  ASME   ,0.875,180, , ,7/8 IN x 180 MM LG,,SET,G150675,安裝,5,,4,4,-,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,481,STUD BOLT UNC SS A193-B8-2/ A194-8 W/ 2 HVY HEX NUTS  ASME   ,0.75,160, , ,3/4 IN x 160 MM LG,,SET,G150576,安裝,0,,4,4,-,4,4,-4,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,481,STUD BOLT UNC SS A193-B8MA-1A/ A194-8MA W/ 2 HVY HEX NUTS  ASME  NACE,0.75,135, , ,3/4 IN x 135 MM LG,,SET,G423889,安裝,19,,8,8,-,8,8,-8,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,481,STUD BOLT UNC SS A193-B8MA-1A/ A194-8MA W/ 2 HVY HEX NUTS  ASME  NACE,0.625,90, , ,5/8 IN x 90 MM LG,,SET,G423879,安裝,38,,16,16,-,16,16,-16,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,481,STUD BOLT UNC SS A193-B8MA-1A/ A194-8MA W/ 2 HVY HEX NUTS  ASME  NACE,0.625,85, , ,5/8 IN x 85 MM LG,,SET,G423878,安裝,29,,12,12,-,12,12,-12,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,481,STUD BOLT UNC SS A193-B8MA-1A/ A194-8MA W/ 2 HVY HEX NUTS  ASME  NACE,0.625,95, , ,5/8 IN x 95 MM LG,,SET,G423880,安裝,106,,68,68,-,68,68,-68,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,481,STUD BOLT UNC SS A193-B8MA-1A/ A194-8MA W/ 2 HVY HEX NUTS  ASME  NACE,0.5,65, , ,1/2 IN x 65 MM LG,,SET,G423779,安裝,19,,16,16,-,16,16,-16,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,481,STUD BOLT UNC SS A193-B8MA-1A/ A194-8MA W/ 2 HVY HEX NUTS  ASME  NACE,0.5,70, , ,1/2 IN x 70 MM LG,,SET,G423780,安裝,19,,12,12,-,12,12,-12,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,610,GATE VALVE CL150 RF SS A351-CF3 BODY SS 316 AND HF TR API TR #12 FLEX-WG OS&Y BB API ASME  NACE,4, , , ,"4""",,PC,V119086,安裝,2,,2,2,-,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,610,GATE VALVE CL150 RF SS A351-CF3 BODY SS 316 AND HF TR API TR #12 FLEX-WG OS&Y BB API ASME  NACE,3, , , ,"3""",,PC,V119081,安裝,4,,2,2,-,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
不銹鋼304L,610,GATE VALVE CL1500 BW SS A182-F304L BODY SS 304L-TR STLD-S&D SLD-WG OS&Y WB API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),1, ,S-160, ,"1"" S-160",6.35,PC,V232658,預製,2,,2,2,-,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
