管線材質,ORDER_SEQ,Short_desc,SIZE1,SIZE2,SCH1,SCH2,SIZE_LAYOUT,厚度,UNIT,IDENT_CODE,中文說明,用料時機,採購量,可領用量,合計,合計2,項目,設計需求,採購需求,缺料狀況,7月2日,7月9日,7月10日,7月11日,8月15日,8月22日,8月24日,重組
合金鋼P5,610,GATE VALVE CL800 SW-STUB/ FNPT AS A182-F5 BODY 13CR-TR STLD-S&D SLD-WG OS&Y BB API LOW EMIS (STUB : SMLS PE S-160 A335-P5)  (FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),1, , , ,"1""",10.97,PC,V222267,閘閥,預製,1,,1,1,-,0,0,0,0,0,0,0,0,0,0,V222267_-
合金鋼P5,610,GATE VALVE CL800 SW-STUB/ FNPT AS A182-F5 BODY 13CR-TR STLD-S&D SLD-WG OS&Y BB API LOW EMIS (STUB : SMLS PE S-160 A335-P5)  (FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),1, , , ,"1""",10.97,PC,V222267,閘閥,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,V222267_A
合金鋼P5,610,GATE VALVE CL800 SW-STUB/ FNPT AS A182-F5 BODY 13CR-TR STLD-S&D SLD-WG OS&Y BB API LOW EMIS (STUB : SMLS PE S-160 A335-P5)  (FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),1, , , ,"1""",10.97,PC,V222267,閘閥,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,V222267_B
合金鋼P5,610,GATE VALVE CL800 SW-STUB/ FNPT AS A182-F5 BODY 13CR-TR STLD-S&D SLD-WG OS&Y BB API LOW EMIS (STUB : SMLS PE S-160 A335-P5)  (FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),1, , , ,"1""",10.97,PC,V222267,閘閥,預製,,,,,D,1,1,-1,0,0,0,0,0,0,0,V222267_D
合金鋼P5,610,GATE VALVE CL800 SW-STUB/ FNPT AS A182-F5 BODY 13CR-TR STLD-S&D SLD-WG OS&Y BB API LOW EMIS (STUB : SMLS PE S-160 A335-P5)  (FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),1, , , ,"1""",10.97,PC,V222267,閘閥,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,V222267_E
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,2, ,S-80S, ,"2"" S-80S",5.54,M,P07179,鋼管,預製,12,,8.7,8.7,-,8.7,12,-12,0,0,0,0,0,0,0,P07179_-
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,2, ,S-80S, ,"2"" S-80S",5.54,M,P07179,鋼管,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,P07179_A
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,2, ,S-80S, ,"2"" S-80S",5.54,M,P07179,鋼管,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,P07179_B
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,2, ,S-80S, ,"2"" S-80S",5.54,M,P07179,鋼管,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,P07179_D
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,2, ,S-80S, ,"2"" S-80S",5.54,M,P07179,鋼管,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,P07179_E
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,1.5, ,S-80S, ,"1-1/2"" S-80S",5.08,M,P16053,鋼管,預製,6,,3.4,3.4,-,3.4,6,-6,0,0,0,0,0,0,0,P16053_-
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,1.5, ,S-80S, ,"1-1/2"" S-80S",5.08,M,P16053,鋼管,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,P16053_A
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,1.5, ,S-80S, ,"1-1/2"" S-80S",5.08,M,P16053,鋼管,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,P16053_B
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,1.5, ,S-80S, ,"1-1/2"" S-80S",5.08,M,P16053,鋼管,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,P16053_D
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,1.5, ,S-80S, ,"1-1/2"" S-80S",5.08,M,P16053,鋼管,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,P16053_E
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,1, ,S-80S, ,"1"" S-80S",4.55,M,P15885,鋼管,預製,12,,10.2,10.2,-,10.2,12,-12,0,0,0,0,0,0,0,P15885_-
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,1, ,S-80S, ,"1"" S-80S",4.55,M,P15885,鋼管,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,P15885_A
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,1, ,S-80S, ,"1"" S-80S",4.55,M,P15885,鋼管,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,P15885_B
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,1, ,S-80S, ,"1"" S-80S",4.55,M,P15885,鋼管,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,P15885_D
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,1, ,S-80S, ,"1"" S-80S",4.55,M,P15885,鋼管,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,P15885_E
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,0.75, ,S-80S, ,"3/4"" S-80S",3.91,M,P15787,鋼管,預製,6,,0.3,0.3,-,0.3,6,-6,0,0,0,0,0,0,0,P15787_-
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,0.75, ,S-80S, ,"3/4"" S-80S",3.91,M,P15787,鋼管,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,P15787_A
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,0.75, ,S-80S, ,"3/4"" S-80S",3.91,M,P15787,鋼管,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,P15787_B
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,0.75, ,S-80S, ,"3/4"" S-80S",3.91,M,P15787,鋼管,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,P15787_D
鎳鉻鋼825,102,PIPE SMLS BE NI-AL B423 N08825  ASME  NACE,0.75, ,S-80S, ,"3/4"" S-80S",3.91,M,P15787,鋼管,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,P15787_E
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,16, ,S-80, ,"16"" S-80",21.44,M,P15174,鋼管,預製,36,,31.6,31.6,-,31.6,36,-36,0,0,0,0,0,0,0,P15174_-
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,16, ,S-80, ,"16"" S-80",21.44,M,P15174,鋼管,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,P15174_A
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,16, ,S-80, ,"16"" S-80",21.44,M,P15174,鋼管,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,P15174_B
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,16, ,S-80, ,"16"" S-80",21.44,M,P15174,鋼管,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,P15174_D
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,16, ,S-80, ,"16"" S-80",21.44,M,P15174,鋼管,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,P15174_E
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,14, ,S-80, ,"14"" S-80",19.05,M,P15018,鋼管,預製,12,,8.2,8.2,-,8.2,12,-12,0,0,0,0,0,0,0,P15018_-
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,14, ,S-80, ,"14"" S-80",19.05,M,P15018,鋼管,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,P15018_A
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,14, ,S-80, ,"14"" S-80",19.05,M,P15018,鋼管,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,P15018_B
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,14, ,S-80, ,"14"" S-80",19.05,M,P15018,鋼管,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,P15018_D
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,14, ,S-80, ,"14"" S-80",19.05,M,P15018,鋼管,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,P15018_E
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,12, ,S-80, ,"12"" S-80",17.48,M,P14816,鋼管,預製,18,,17.2,17.2,-,17.2,24,-24,0,0,0,0,0,0,0,P14816_-
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,12, ,S-80, ,"12"" S-80",17.48,M,P14816,鋼管,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,P14816_A
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,12, ,S-80, ,"12"" S-80",17.48,M,P14816,鋼管,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,P14816_B
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,12, ,S-80, ,"12"" S-80",17.48,M,P14816,鋼管,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,P14816_D
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,12, ,S-80, ,"12"" S-80",17.48,M,P14816,鋼管,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,P14816_E
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,10, ,S-80, ,"10"" S-80",15.09,M,P14641,鋼管,預製,18,,11.4,11.4,-,11.4,18,-18,0,0,0,0,0,0,0,P14641_-
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,10, ,S-80, ,"10"" S-80",15.09,M,P14641,鋼管,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,P14641_A
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,10, ,S-80, ,"10"" S-80",15.09,M,P14641,鋼管,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,P14641_B
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,10, ,S-80, ,"10"" S-80",15.09,M,P14641,鋼管,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,P14641_D
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,10, ,S-80, ,"10"" S-80",15.09,M,P14641,鋼管,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,P14641_E
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,8, ,S-80S, ,"8"" S-80S",12.7,M,P15604,鋼管,預製,12,,6.7,6.7,-,6.7,12,-12,0,0,0,0,0,0,0,P15604_-
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,8, ,S-80S, ,"8"" S-80S",12.7,M,P15604,鋼管,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,P15604_A
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,8, ,S-80S, ,"8"" S-80S",12.7,M,P15604,鋼管,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,P15604_B
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,8, ,S-80S, ,"8"" S-80S",12.7,M,P15604,鋼管,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,P15604_D
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,8, ,S-80S, ,"8"" S-80S",12.7,M,P15604,鋼管,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,P15604_E
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,6, ,S-80S, ,"6"" S-80S",10.97,M,P15311,鋼管,預製,18,,17.1,17.1,-,17.1,24,-24,0,0,0,0,0,0,0,P15311_-
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,6, ,S-80S, ,"6"" S-80S",10.97,M,P15311,鋼管,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,P15311_A
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,6, ,S-80S, ,"6"" S-80S",10.97,M,P15311,鋼管,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,P15311_B
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,6, ,S-80S, ,"6"" S-80S",10.97,M,P15311,鋼管,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,P15311_D
鎳鉻鋼825,102,PIPE WELDED 100%-RT BE NI-AL B705 N08825  ASME  NACE,6, ,S-80S, ,"6"" S-80S",10.97,M,P15311,鋼管,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,P15311_E
鎳鉻鋼825,301,45 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,10, ,S-80, ,"10"" S-80",15.09,PC,N24475,彎頭(45度),預製,2,,2,2,-,2,2,-2,0,0,0,0,0,0,0,N24475_-
鎳鉻鋼825,301,45 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,10, ,S-80, ,"10"" S-80",15.09,PC,N24475,彎頭(45度),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,N24475_A
鎳鉻鋼825,301,45 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,10, ,S-80, ,"10"" S-80",15.09,PC,N24475,彎頭(45度),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,N24475_B
鎳鉻鋼825,301,45 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,10, ,S-80, ,"10"" S-80",15.09,PC,N24475,彎頭(45度),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,N24475_D
鎳鉻鋼825,301,45 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,10, ,S-80, ,"10"" S-80",15.09,PC,N24475,彎頭(45度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N24475_E
鎳鉻鋼825,303,90 ELBOW CL3000 FNPT NI-AL B564 N08825  ASME  NACE,1.5, , , ,"1-1/2""",15.09,PC,N41708,彎頭(90度),預製,2,,2,2,-,2,2,-2,0,0,0,0,0,0,0,N41708_-
鎳鉻鋼825,303,90 ELBOW CL3000 FNPT NI-AL B564 N08825  ASME  NACE,1.5, , , ,"1-1/2""",15.09,PC,N41708,彎頭(90度),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,N41708_A
鎳鉻鋼825,303,90 ELBOW CL3000 FNPT NI-AL B564 N08825  ASME  NACE,1.5, , , ,"1-1/2""",15.09,PC,N41708,彎頭(90度),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,N41708_B
鎳鉻鋼825,303,90 ELBOW CL3000 FNPT NI-AL B564 N08825  ASME  NACE,1.5, , , ,"1-1/2""",15.09,PC,N41708,彎頭(90度),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,N41708_D
鎳鉻鋼825,303,90 ELBOW CL3000 FNPT NI-AL B564 N08825  ASME  NACE,1.5, , , ,"1-1/2""",15.09,PC,N41708,彎頭(90度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N41708_E
鎳鉻鋼825,303,90 ELBOW CL3000 FNPT NI-AL B564 N08825  ASME  NACE,1, , , ,"1""",15.09,PC,N41706,彎頭(90度),預製,4,,4,4,-,4,4,-4,0,0,0,0,0,0,0,N41706_-
鎳鉻鋼825,303,90 ELBOW CL3000 FNPT NI-AL B564 N08825  ASME  NACE,1, , , ,"1""",15.09,PC,N41706,彎頭(90度),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,N41706_A
鎳鉻鋼825,303,90 ELBOW CL3000 FNPT NI-AL B564 N08825  ASME  NACE,1, , , ,"1""",15.09,PC,N41706,彎頭(90度),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,N41706_B
鎳鉻鋼825,303,90 ELBOW CL3000 FNPT NI-AL B564 N08825  ASME  NACE,1, , , ,"1""",15.09,PC,N41706,彎頭(90度),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,N41706_D
鎳鉻鋼825,303,90 ELBOW CL3000 FNPT NI-AL B564 N08825  ASME  NACE,1, , , ,"1""",15.09,PC,N41706,彎頭(90度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N41706_E
鎳鉻鋼825,303,90 ELBOW SMLS BW NI-AL B366-WPNICMC  ASME  NACE,2, ,S-80S, ,"2"" S-80S",5.54,PC,N31572,彎頭(90度),預製,9,,7,7,-,7,7,-7,0,0,0,0,0,0,0,N31572_-
鎳鉻鋼825,303,90 ELBOW SMLS BW NI-AL B366-WPNICMC  ASME  NACE,2, ,S-80S, ,"2"" S-80S",5.54,PC,N31572,彎頭(90度),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,N31572_A
鎳鉻鋼825,303,90 ELBOW SMLS BW NI-AL B366-WPNICMC  ASME  NACE,2, ,S-80S, ,"2"" S-80S",5.54,PC,N31572,彎頭(90度),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,N31572_B
鎳鉻鋼825,303,90 ELBOW SMLS BW NI-AL B366-WPNICMC  ASME  NACE,2, ,S-80S, ,"2"" S-80S",5.54,PC,N31572,彎頭(90度),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,N31572_D
鎳鉻鋼825,303,90 ELBOW SMLS BW NI-AL B366-WPNICMC  ASME  NACE,2, ,S-80S, ,"2"" S-80S",5.54,PC,N31572,彎頭(90度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N31572_E
鎳鉻鋼825,303,90 ELBOW SMLS BW NI-AL B366-WPNICMC  ASME  NACE,1.5, ,S-80S, ,"1-1/2"" S-80S",5.08,PC,N31302,彎頭(90度),預製,4,,4,4,-,4,4,-4,0,0,0,0,0,0,0,N31302_-
鎳鉻鋼825,303,90 ELBOW SMLS BW NI-AL B366-WPNICMC  ASME  NACE,1.5, ,S-80S, ,"1-1/2"" S-80S",5.08,PC,N31302,彎頭(90度),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,N31302_A
鎳鉻鋼825,303,90 ELBOW SMLS BW NI-AL B366-WPNICMC  ASME  NACE,1.5, ,S-80S, ,"1-1/2"" S-80S",5.08,PC,N31302,彎頭(90度),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,N31302_B
鎳鉻鋼825,303,90 ELBOW SMLS BW NI-AL B366-WPNICMC  ASME  NACE,1.5, ,S-80S, ,"1-1/2"" S-80S",5.08,PC,N31302,彎頭(90度),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,N31302_D
鎳鉻鋼825,303,90 ELBOW SMLS BW NI-AL B366-WPNICMC  ASME  NACE,1.5, ,S-80S, ,"1-1/2"" S-80S",5.08,PC,N31302,彎頭(90度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N31302_E
鎳鉻鋼825,303,90 ELBOW SMLS BW NI-AL B366-WPNICMC  ASME  NACE,1, ,S-80S, ,"1"" S-80S",4.55,PC,N31121,彎頭(90度),預製,3,,3,3,-,3,3,-3,0,0,0,0,0,0,0,N31121_-
鎳鉻鋼825,303,90 ELBOW SMLS BW NI-AL B366-WPNICMC  ASME  NACE,1, ,S-80S, ,"1"" S-80S",4.55,PC,N31121,彎頭(90度),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,N31121_A
鎳鉻鋼825,303,90 ELBOW SMLS BW NI-AL B366-WPNICMC  ASME  NACE,1, ,S-80S, ,"1"" S-80S",4.55,PC,N31121,彎頭(90度),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,N31121_B
鎳鉻鋼825,303,90 ELBOW SMLS BW NI-AL B366-WPNICMC  ASME  NACE,1, ,S-80S, ,"1"" S-80S",4.55,PC,N31121,彎頭(90度),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,N31121_D
鎳鉻鋼825,303,90 ELBOW SMLS BW NI-AL B366-WPNICMC  ASME  NACE,1, ,S-80S, ,"1"" S-80S",4.55,PC,N31121,彎頭(90度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N31121_E
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,16, ,S-80, ,"16"" S-80",21.44,PC,N32468,彎頭(90度),預製,2,,2,2,-,2,2,-2,0,0,0,0,0,0,0,N32468_-
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,16, ,S-80, ,"16"" S-80",21.44,PC,N32468,彎頭(90度),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,N32468_A
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,16, ,S-80, ,"16"" S-80",21.44,PC,N32468,彎頭(90度),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,N32468_B
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,16, ,S-80, ,"16"" S-80",21.44,PC,N32468,彎頭(90度),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,N32468_D
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,16, ,S-80, ,"16"" S-80",21.44,PC,N32468,彎頭(90度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N32468_E
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,14, ,S-80, ,"14"" S-80",19.05,PC,N32283,彎頭(90度),預製,6,,6,6,-,6,6,-6,0,0,0,0,0,0,0,N32283_-
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,14, ,S-80, ,"14"" S-80",19.05,PC,N32283,彎頭(90度),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,N32283_A
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,14, ,S-80, ,"14"" S-80",19.05,PC,N32283,彎頭(90度),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,N32283_B
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,14, ,S-80, ,"14"" S-80",19.05,PC,N32283,彎頭(90度),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,N32283_D
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,14, ,S-80, ,"14"" S-80",19.05,PC,N32283,彎頭(90度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N32283_E
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,12, ,S-80, ,"12"" S-80",17.48,PC,N32160,彎頭(90度),預製,3,,3,3,-,3,3,-3,0,0,0,0,0,0,0,N32160_-
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,12, ,S-80, ,"12"" S-80",17.48,PC,N32160,彎頭(90度),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,N32160_A
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,12, ,S-80, ,"12"" S-80",17.48,PC,N32160,彎頭(90度),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,N32160_B
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,12, ,S-80, ,"12"" S-80",17.48,PC,N32160,彎頭(90度),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,N32160_D
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,12, ,S-80, ,"12"" S-80",17.48,PC,N32160,彎頭(90度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N32160_E
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,10, ,S-80, ,"10"" S-80",15.09,PC,N31987,彎頭(90度),預製,6,,6,6,-,6,6,-6,0,0,0,0,0,0,0,N31987_-
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,10, ,S-80, ,"10"" S-80",15.09,PC,N31987,彎頭(90度),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,N31987_A
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,10, ,S-80, ,"10"" S-80",15.09,PC,N31987,彎頭(90度),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,N31987_B
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,10, ,S-80, ,"10"" S-80",15.09,PC,N31987,彎頭(90度),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,N31987_D
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,10, ,S-80, ,"10"" S-80",15.09,PC,N31987,彎頭(90度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N31987_E
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,8, ,S-80S, ,"8"" S-80S",12.7,PC,N32763,彎頭(90度),預製,2,,2,2,-,2,2,-2,0,0,0,0,0,0,0,N32763_-
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,8, ,S-80S, ,"8"" S-80S",12.7,PC,N32763,彎頭(90度),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,N32763_A
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,8, ,S-80S, ,"8"" S-80S",12.7,PC,N32763,彎頭(90度),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,N32763_B
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,8, ,S-80S, ,"8"" S-80S",12.7,PC,N32763,彎頭(90度),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,N32763_D
鎳鉻鋼825,303,90 ELBOW WELDED 100%-RT BW NI-AL B366-WPNICMC  ASME  NACE,8, ,S-80S, ,"8"" S-80S",12.7,PC,N32763,彎頭(90度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N32763_E
